day,word,definition,difficulty,korean
8,depict,[v] to show or describe something in a picture or in words,2,"묘사하다, 그리다"
8,vain,[adj] unsuccessful; producing no result; [adj] too proud of your own looks or abilities,2,"헛된, 소용없는; 자만심[허영심]이 강한"
8,compliment,[n] a remark that expresses praise or admiration; [v] to say something nice about someone,2,"칭찬(하다), 찬사"
8,isolate,[v] to keep someone or something separate from others; [v] to separate a substance or part from others,2,"고립시키다, 격리하다; 분리하다"
8,preference,[n] a greater liking for one thing than another; [n] a thing that is liked better than others,2,"선호(도), 더 좋아함; 선호되는 것"
8,drift,[v] to be carried slowly by wind or water; [v] to move or change slowly without a plan or purpose,2,"떠가다, 표류(하다); ~하게 되다"
8,discard,[v] to throw away something that is no longer wanted,2,"폐기하다, 버리다"
8,alternate,"[v] to happen or follow one after the other repeatedly; [adj] happening in turns, first one then the other",2,교대로 일어나다; 번갈아 나오는
8,blink,[v] to shut and open your eyes quickly; [v] (of a light) to shine on and off,2,"(눈, 불빛 등이) 깜박이다"
8,flee,[v] to run away from danger or a place quickly,2,"달아나다, 도망가다"
8,magnify,[v] to make something look bigger than it is; [v] to make something seem more important or serious than it is,2,"확대하다; (중요성, 심각성을) 과장하다"
8,animate,[v] to make something more lively or full of energy; [adj] living; having life,2,"생기를 불어넣다, 생기 있게 하다; 생기 있는"
8,alter,"[v] to change something, usually slightly",2,"변경하다, 바꾸다"
8,upright,[adj] standing straight up; vertical; [adj] (of a person) honest and moral,2,"똑바른, 수직의; 똑바로; (사람이) 올바른, 정직한"
8,accuse,[v] to say that someone has done something wrong; [v] to officially charge someone with a crime,2,"비난하다; 고발하다, 기소하다"
8,distort,"[v] to change the shape, sound or appearance of something so it looks strange; [v] to give a false account of facts",2,"(모양, 소리 등을) 비틀다, 일그러뜨리다; 왜곡하다"
8,proportion,[n] a part or share of a whole; ratio; [n] the correct relationship between the size of parts; balance,2,"비율, 부분; 비례; 균형, 조화; 크기, 규모"
8,migrate,[v] (of birds or animals) to move from one area to another at a particular time of year; [v] (of people) to move to another place to live,2,"이동하다, 이주하다"
8,phase,[n] a stage in a process of change or development,2,"(변화, 발달 과정의) 단계, 시기; 국면"
8,affair,"[n] an event, situation or matter that people are dealing with",2,"일, 사건, 문제"
8,virtual,[adj] almost or nearly the thing described; in fact; [adj] made to seem real by a computer,2,"사실상의, 실질적인; 가상의"
8,coordinate,[v] to organize different parts or people so that they work together effectively,2,"조정하다, 조직화하다"
8,relevant,[adj] closely connected with the subject being discussed; appropriate,2,"관련 있는, 적절한"
8,via,[prep] traveling through a place on the way to another; [prep] by means of; using,2,"경유하여, (~을) 거쳐; (~을) 매개로, (~을) 통해서"
8,sector,[n] a part of a country's economy or business activity; an area of activity,2,"부문, 분야, 영역"
8,privilege,[n] a special right or advantage that only one person or group has; [v] to give someone a special right or advantage,2,"특혜, 특권(을 주다)"
8,joint,[adj] shared or done by two or more people together; [n] a place in the body where two bones meet,2,"공동의, 합동의; 관절; 연결 부위"
8,bare,[adj] not covered by clothes; naked; [adj] only the most basic or smallest amount necessary,2,"벌거벗은, 맨-; 가장 기본적인, 최소의"
8,utilize,[v] to use something for a practical purpose,2,"활용하다, 이용하다"
8,triple,[adj] having three parts or involving three people or things; [adj] three times as much or as many,2,"중의, 개로 이루어진; 배의"
8,initiative,[n] the power or chance to act before others do; [n] the ability to decide and act without help,2,주도(권); 솔선; 결단력; 진취성
8,immense,[adj] extremely large or great,2,"엄청난, 막대한"
8,boost,[v] to increase or improve something; [n] help or encouragement that makes someone more confident,2,"신장시키다, 복돋우다; 후원(하다), 격려"
8,shallow,[adj] not deep; having a short distance from top to bottom; [adj] not showing serious thought or feelings,2,얕은; 얄팍한
8,orient,[v] to aim or direct something toward a particular goal; [v] to make something suitable for a purpose,2,지향하게 하다; (특정 목적에) 맞추다; 동양
8,peculiar,"[adj] strange or unusual; [adj] belonging only to a particular person, place or thing",2,"기이한, 이상한; 독특한, 고유의"
8,portable,[adj] light and small enough to be carried easily; [n] a small device that can be carried around,2,"휴대용의, 휴대가 쉬운; 휴대용 기기"
8,splendid,[adj] excellent; very impressive; [adj] beautiful and grand in appearance,2,"훌륭한, 아주 인상적인; 화려한"
8,kneel,[v] to go down so that the part of your legs between the thigh and shin rests on the ground,2,무릎을 꿇다
8,drill,[n] a tool for making holes; [v] to make a hole with a tool; [n] a way of learning by repeating exercises,2,송곳; 구멍을 뚫다; 반복 훈련 (시키다)
8,drawback,[n] a disadvantage or problem that makes something less attractive,2,"결점, 문제점"
9,incomplete,[adj] not having all its parts; not finished,2,불완전한; 미완성의
9,invaluable,[adj] extremely useful or valuable,2,"매우 귀중한, 매우 유용한"
9,ineffective,[adj] not producing the effect or result that is wanted,2,효과[효력]없는; 효과적이지 못한
9,impersonal,[adj] not relating to any particular person; general; [adj] lacking friendly human feelings; cold,2,"특정 개인과 상관 없는, 일반적인; 인간미 없는"
9,impartial,[adj] not supporting one side more than another; fair,2,"공정한, 공평한"
9,immemorial,[adj] from so long ago that no one can remember; ancient,2,"아주 먼 옛날의, 태곳적부터의"
9,illiterate,[adj] unable to read or write; [adj] knowing very little about a particular subject,2,"문맹의, 글을 읽고 쓸 줄 모르는; 잘 모르는"
9,irresistible,[adj] too strong or powerful to be resisted; [adj] impossible to control or hold back,2,(매우 강력해서) 저항할 수 없는; 억누를 수 없는
9,unreasonable,[adj] not fair or sensible; [adj] too great or extreme; unfair,2,"불합리한; 부당한, 터무니없는"
9,unequal,"[adj] different in size, amount or value; [adj] not fair; treating people differently",2,"(크기, 양 등이) 같지 않은; 불공평한"
9,unearth,[v] to find something in the ground by digging; [v] to discover something that was hidden or secret,2,"발굴하다, 파내다; 찾다, 밝혀내다"
9,disapprove,[v] to think that someone or something is bad or wrong,2,"찬성하지 않다, 못마땅해하다"
9,disobey,"[v] to refuse to do what a person, law or rule tells you to do",2,"불복종하다, 거역하다"
9,disharmony,[n] a lack of agreement between people or things; conflict; [n] an unpleasant combination of musical sounds,2,"부조화, 불화; 불협화음"
9,disprove,[v] to show that something is not true,2,"틀렸음을 증명하다, 반박하다"
9,disclose,[v] to make information known publicly; to reveal,2,"드러내다, 밝히다"
9,dishonor,[n] a loss of respect or reputation; shame; [v] to make someone lose respect; [v] to fail to keep a promise,2,불명예; 명예를 잃게 하다; (약속을) 어기다
9,decode,[v] to change a secret message into a form that can be understood; [v] to understand the meaning of something,2,(암호 등을) 해독하다; 이해하다
9,demerit,[n] a fault or disadvantage; [n] a mark given to a student for bad behavior,2,"단점, 결점; (성적표 등에 기재되는) 벌점"
9,deform,[v] to change the usual shape of something so that it looks unpleasant or unnatural,2,(기형으로) 변형시키다; 흉하게 만들다
9,degenerate,[v] to become worse in quality or condition; [adj] having low moral standards,2,"악화하다; 악화된; 퇴폐적인, 타락한"
9,antisocial,[adj] harmful or damaging to society; [adj] not wanting to spend time with other people,2,반사회적인; 사람들과 잘 어울리지 못하는
9,antibacterial,[adj] able to kill bacteria or stop them from growing,2,"세균에 저항하는, 항균성의"
9,antibody,[n] a substance produced by the blood to fight disease and protect the body from harmful germs,2,항체(抗體)
9,counteract,[v] to reduce or prevent the harmful effect of something by acting against it,2,(악영향에) 대응하다; (효력을) 없애다
9,counterclockwise,[adj] moving in the opposite direction to the hands of a clock; [adv] in the opposite direction to the hands of a clock,2,시계 반대방향의; 시계 반대 방향으로
9,counterattack,[n] an attack made in response to an enemy's attack; [v] to attack in response to an attack,2,"역습(하다), 반격(하다)"
9,maladaptive,[adj] not able to adjust well to a new situation or environment,2,"부적응의, 적응성이 없는"
9,malfunction,[n] a failure to work properly; [v] (of a machine) to fail to work properly,2,"오작동, 고장; 제대로 작동하지 않다"
9,misfortune,"[n] bad luck, or an unlucky event",2,"불운, 불행"
9,misdeed,[n] a bad or evil act; a crime,2,"비행(非行), 악행"
9,misguide,[v] to lead someone in the wrong direction or give them wrong advice,2,"잘못 이끌다, 그릇되게 지도하다"
9,misplace,[v] to put something somewhere and then be unable to find it,2,"제자리에 두지 않다, 잘못 두다"
9,mistrust,[n] a feeling of not believing that someone is honest; [v] to not believe that someone is honest or reliable,2,"불신(하다), 신뢰하지 않다"
