unit,word,definition,source,flag
7,restrain,[v] To control or keep in check; [v] To restrict or limit,Datamuse 조회,
7,inhibit,[v] To hold in or hold back; to keep in check; restrain; [v] To recuse,Datamuse 조회,
7,sole,"[adj] Unique; unsurpassed; [n] The bottom or lower part of anything, or that on which anything rests in standing",Datamuse 조회,
7,intact,"[adj] Left complete or whole; not touched, defiled, sullied, or otherwise damaged; [adj] Virginal; having an intact hymen",Datamuse 조회,
7,comprise,[v] To be made up of; to consist of (especially a comprehensive list of parts); [v] To compose; to constitute,Datamuse 조회,
7,drip,[v] To let fall in drops; [v] To fall one drop at a time,Datamuse 조회,
7,gross,"[n] The total amount (of goods, money, etc) before taxes, expenses, exceptions, tares, or similar deductions are subtracted; [adj] Causing disgust",Datamuse 조회,
7,flaw,"[n] A defect, fault, or imperfection, especially one that is hidden; [n] A crack or breach, a gap or fissure; a defect of continuity or cohesion",Datamuse 조회,
7,interior,"[n] The inside of a building, container, cavern, or other enclosed structure; [adj] Within any limits, enclosure, or substance; inside; internal; inner",Datamuse 조회,
7,probable,[adj] Likely or most likely to be true; [adj] Likely to happen,Datamuse 조회,
7,eligible,[adj] Allowed to and meeting the necessary conditions required to participate in or be chosen for something; [adj] Worthy of being chosen (for marriage),Datamuse 조회,
7,implement,[v] To bring about; to put into practice; to carry out; [n] A tool or instrument for working with,Datamuse 조회,
7,illuminate,[v] To clarify or make something understandable; [v] To shine light on something,Datamuse 조회,
7,paradigm,"[n] A pattern, a way of doing something; especially a pattern of thought, a system of beliefs, a conceptual framework; [n] An example serving as the model for such a pattern; an exceptionally good or prototypical example of a pattern or group",Datamuse 조회,
7,dimension,"[n] A measure of spatial extent in a particular direction, such as height, width or breadth, or depth; [n] A single aspect of a given thing",Datamuse 조회,
7,withhold,"[v] To keep (information, assent etc) to oneself rather than revealing it; [v] To keep (a physical object that one has obtained) to oneself rather than giving it back to its owner",Datamuse 조회,
7,sheer,[adj] Downright; complete; pure; [adj] Used to emphasize the amount or degree of something,Datamuse 조회,
7,staple,[n] Place of supply; source; [n] The principal commodity produced in a town or region,Datamuse 조회,
8,illustrate,"[v] To provide a book or other publication with pictures, diagrams or other explanatory or decorative features; [v] To clarify something by giving, or serving as, an example or a comparison",Datamuse 조회,
8,depict,"[v] To render a representation of something, using words, sounds, images, or other means",Datamuse 조회,
8,vain,"[adj] Overly proud of oneself, especially concerning appearance; having a high opinion of one's own accomplishments with slight reason; [adj] Having no real substance, value, or importance; empty; void; worthless; unsatisfying",Datamuse 조회,
8,compliment,"[n] An expression of praise, congratulation, or respect; [n] Complimentary language; courtesy, flattery",Datamuse 조회,
8,isolate,[v] To set apart or cut off from others; [v] To place in quarantine or isolation,Datamuse 조회,
8,preference,"[n] The selection of one thing or person over others (with the main adposition being ""for"" in relation to the thing or person, but...; [n] The state of being preferred over others",Datamuse 조회,
8,drift,"[n] Anything driven at random; [n] A mass of matter which has been driven or forced onward together in a body, or thrown together in a heap, etc., especially by wind or...",Datamuse 조회,
8,discard,"[v] To throw away, to reject; [v] To dismiss from employment, confidence, or favour; to discharge",Datamuse 조회,
8,alternate,[adj] Happening by turns; one following the other in succession of time or place; first one and then the other (repeatedly); [adj] Other; alternative,Datamuse 조회,
8,blink,[v] To close and reopen both eyes quickly; [v] To close and reopen one's eyes to remove (something) from on or around the eyes,Datamuse 조회,
8,flee,[v] To run away; to escape; [v] To escape from,Datamuse 조회,
8,magnify,"[v] To make (something) larger or more important; [v] To make (someone or something) appear greater or more important than it is; to intensify, exaggerate",Datamuse 조회,
8,animate,[adj] That lives; [adj] Possessing the quality or ability of motion,Datamuse 조회,
8,alter,[v] To change the form or structure of; [v] To become different,Datamuse 조회,
8,upright,[adj] Vertical; erect; [adj] In its proper orientation; not overturned,Datamuse 조회,
8,accuse,[v] To charge with having committed a crime or offence; [v] To make an accusation against someone,Datamuse 조회,
8,distort,"[v] To give a false or misleading account of; pervert; [v] To bring something out of shape, to misshape",Datamuse 조회,
8,proportion,[n] A quantity of something that is part of the whole amount or number; [n] Harmonious relation of parts to each other or to the whole,Datamuse 조회,
8,migrate,"[v] To relocate periodically from one region to another, usually according to the seasons; [v] To change one's geographic pattern of habitation",Datamuse 조회,
8,phase,"[n] A distinguishable part of a sequence or cycle occurring over time; [n] That which is exhibited to the eye; the appearance which anything manifests, especially any one among different and varying...",Datamuse 조회,
8,affair,"[n] An otherwise illicit romantic relationship, such as with someone who is not one's regular partner (boyfriend, girlfriend); [n] A person with whom someone has an adulterous relationship",Datamuse 조회,
8,virtual,"[adj] In effect or essence, rather than in fact or reality; also, imitated, simulated; [adj] For practical purposes, though not technically; almost complete, very near",Datamuse 조회,
8,coordinate,"[v] To synchronize (activities); [v] To match (objects, especially clothes)",Datamuse 조회,
8,relevant,"[adj] Related, connected, or pertinent to a topic; [adj] Directly related, connected, or pertinent, with important ramifications or implications",Datamuse 조회,
8,via,[prep] by way of; passing through; [prep] by means of,손으로 작성,검토권장
8,sector,[n] A section; [n] A zone; a designated area,Datamuse 조회,
8,privilege,"[n] A particular benefit, advantage, or favor; a right or immunity enjoyed by some but not others; a prerogative, preferential treatment; [n] A right or immunity enjoyed by a legislative body or its members",Datamuse 조회,
8,joint,"[n] The point where two components of a structure join, but are still able to rotate; [n] The point where two components of a structure join rigidly",Datamuse 조회,
8,bare,"[adj] Naked, uncovered; [adj] Having had what usually covers (something) removed",Datamuse 조회,
8,utilize,[v] to make practical use of something,손으로 작성,검토권장
8,triple,"[adj] Made up of three related elements, often matching; [adj] Of three times the quantity; treble",Datamuse 조회,
8,initiative,[n] A beginning; a first move; [n] The ability to act first or on one's own,Datamuse 조회,
8,immense,"[adj] Huge, gigantic, very large; [adj] Supremely good",Datamuse 조회,
8,boost,"[n] Something that helps, or adds power or effectiveness; assistance; [v] To help or encourage (something) to increase or improve; to assist in overcoming obstacles",Datamuse 조회,
8,shallow,[adj] Having little depth; significantly less deep than wide; [adj] Extending not far downward,Datamuse 조회,
8,orient,"[v] To build or place (something) so as to face eastward; [v] To align or place (a person or object) so that his, her, or its east side, north side, etc., is positioned toward the corresponding...",Datamuse 조회,
8,peculiar,[adj] Out of the ordinary; odd; strange; unusual; [adj] Common or usual for a certain place or circumstance; specific or particular,Datamuse 조회,
8,portable,[adj] Able to be carried or easily moved; [adj] Able to be transferred from one organization to another,Datamuse 조회,
8,splendid,"[adj] Gorgeous; magnificent; sumptuous; of remarkable beauty; [adj] Brilliant, excellent, of a very high standard",Datamuse 조회,
8,kneel,"[v] To rest on one's bent knees, sometimes only one; to move to such a position; [v] To sink down so that the entrance is level with the pavement, making it easier for passengers to enter",Datamuse 조회,
8,drill,"[v] To practice, especially in (or as in) a military context; [v] To repeat an idea frequently in order to encourage someone to remember it",Datamuse 조회,
8,drawback,"[n] A disadvantage; something that detracts or takes away; [n] A partial refund of an import fee, as when goods are re-exported from the country that collected the fee",Datamuse 조회,
9,incomplete,[adj] Not complete; not finished; [n] Something incomplete,Datamuse 조회,
9,invaluable,[adj] Having great or incalculable value,Datamuse 조회,
9,ineffective,[adj] Not having the desired effect; ineffectual; otiose; [adj] Lacking in ability; incompetent or inadequate,Datamuse 조회,
9,impersonal,[adj] Not personal; not representing a person; not having personality; [adj] Lacking warmth or emotion; cold,Datamuse 조회,
